sample_name,FigD_label
F2S4_160301_003_B01,L5 IT ALM Tnc
F2S4_160301_003_C01,L5 IT ALM Tnc
F2S4_160301_003_D01,L5 IT ALM Tnc
F2S4_160301_003_E01,L5 IT ALM Pld5
F2S4_160301_003_F01,L5 IT ALM Tnc
F2S4_160301_003_H01,L5 IT ALM Tnc
F2S4_160301_004_A01,L5 IT ALM Tnc
F2S4_160301_004_B01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_004_C01,L5 IT ALM Pld5
F2S4_160301_004_D01,L5 IT ALM Tnc
F2S4_160301_004_E01,L5 IT ALM Pld5
F2S4_160301_004_F01,L5 IT ALM Tnc
F2S4_160301_004_G01,L5 IT ALM Tnc
F2S4_160301_004_H01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160301_005_A01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_005_B01,L5 IT ALM Pld5
F2S4_160301_005_C01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_005_D01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_005_E01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_005_F01,L5 IT ALM Pld5
F2S4_160301_005_G01,L5 IT ALM Pld5
F2S4_160301_005_H01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_006_A01,L5 IT ALM Tnc
F2S4_160301_006_B01,L5 IT ALM Pld5
F2S4_160301_006_C01,L5 IT ALM Pld5
F2S4_160301_006_D01,L5 IT ALM Tnc
F2S4_160301_006_E01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_006_F01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_006_G01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_006_H01,L5 IT ALM Pld5
F2S4_160301_009_A01,L5 IT ALM Pld5
F2S4_160301_009_B01,L5 IT ALM Pld5
F2S4_160301_009_C01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_009_D01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_009_E01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_009_F01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_009_G01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_009_H01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160301_010_A01,L5 IT ALM Pld5
F2S4_160301_010_B01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_010_C01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_010_D01,L5 IT ALM Pld5
F2S4_160301_010_E01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_010_F01,L5 IT ALM Pld5
F2S4_160301_010_G01,L5 IT ALM Pld5
F2S4_160301_010_H01,L5 IT ALM Pld5
F2S4_160301_011_A01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160301_011_B01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_011_C01,L5 IT ALM Lypd1 Gpr88
F2S4_160301_011_D01,L5 IT ALM Pld5
F2S4_160301_011_E01,L5 IT ALM Pld5
F2S4_160301_011_F01,L5 IT ALM Cbln4 Fezf2
F2S4_160301_011_G01,L5 IT ALM Pld5
F2S4_160301_011_H01,L5 IT ALM Cbln4 Fezf2
F2S4_160304_016_D01,L2/3 IT VISp Agmat
F2S4_160304_017_E01,L2/3 IT VISp Agmat
F2S4_160309_004_A01,L5 IT ALM Tnc
F2S4_160309_004_B01,L6 IT ALM Tgfb1
F2S4_160309_004_C01,L5 IT ALM Tnc
F2S4_160309_004_D01,L6 IT ALM Tgfb1
F2S4_160309_004_E01,L5 IT ALM Tnc
F2S4_160309_004_F01,L5 IT ALM Tnc
F2S4_160309_004_G01,L5 IT ALM Cbln4 Fezf2
F2S4_160309_004_H01,L5 IT ALM Gkn1 Pcdh19
F2S4_160309_005_A01,L5 IT ALM Tnc
F2S4_160309_005_B01,L6 IT ALM Tgfb1
F2S4_160309_005_C01,L5 IT ALM Gkn1 Pcdh19
F2S4_160309_005_D01,L5 IT ALM Gkn1 Pcdh19
F2S4_160309_005_E01,L5 IT ALM Tnc
F2S4_160309_005_F01,L5 IT ALM Tnc
F2S4_160309_005_G01,L6 IT ALM Tgfb1
F2S4_160309_005_H01,L5 IT ALM Gkn1 Pcdh19
F2S4_160309_006_A01,L6 IT ALM Tgfb1
F2S4_160309_006_B01,L5 IT VISp Batf3
F2S4_160309_006_C01,L5 IT ALM Tnc
F2S4_160309_006_D01,L5 IT ALM Cpa6 Gpr88
F2S4_160309_006_E01,L5 IT ALM Cpa6 Gpr88
F2S4_160309_006_F01,L5 IT ALM Tnc
F2S4_160309_006_G01,L6 IT ALM Tgfb1
F2S4_160309_006_H01,L5 IT ALM Tnc
F2S4_160309_007_A01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_007_B01,L5 IT ALM Tnc
F2S4_160309_007_C01,L6 IT ALM Tgfb1
F2S4_160309_007_D01,L5 IT ALM Tmem163 Arhgap25
F2S4_160309_007_E01,L5 IT ALM Cbln4 Fezf2
F2S4_160309_007_F01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_007_G01,L5 IT ALM Cpa6 Gpr88
F2S4_160309_007_H01,L5 IT ALM Tmem163 Arhgap25
F2S4_160309_008_A01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_008_B01,L5 IT ALM Cbln4 Fezf2
F2S4_160309_008_C01,L5 IT ALM Tnc
F2S4_160309_008_D01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160309_008_E01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_008_F01,L5 IT ALM Tnc
F2S4_160309_008_G01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160309_008_H01,L5 IT ALM Tnc
F2S4_160309_011_A01,L6 IT ALM Tgfb1
F2S4_160309_011_B01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_011_C01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_011_D01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160309_011_E01,L5 IT ALM Cpa6 Gpr88
F2S4_160309_011_F01,L5 IT ALM Tmem163 Arhgap25
F2S4_160309_011_G01,L5 IT VISp Whrn Tox2
F2S4_160309_011_H01,L5 IT ALM Cpa6 Gpr88
F2S4_160309_012_B01,L5 IT ALM Cpa6 Gpr88
F2S4_160309_012_D01,L5 IT ALM Lypd1 Gpr88
F2S4_160309_012_E01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160309_012_F01,L5 IT ALM Tmem163 Dmrtb1
F2S4_160309_012_G01,L5 IT ALM Tnc
F2S4_160309_012_H01,L5 IT ALM Pld5
F2S4_160317_002_A01,L6 IT VISp Col18a1
F2S4_160317_002_C01,L5 IT VISp Col27a1
F2S4_160317_002_E01,L6 IT VISp Penk Fst
F2S4_160317_002_G01,L6 IT VISp Car3
F2S4_160317_002_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_003_A01,L6 IT VISp Penk Col27a1
F2S4_160317_003_D01,L6 IT VISp Penk Col27a1
F2S4_160317_003_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_003_H01,L6 IT VISp Penk Col27a1
F2S4_160317_004_A01,L6 IT VISp Col18a1
F2S4_160317_004_B01,L6 IT VISp Penk Col27a1
F2S4_160317_004_C01,L6 IT VISp Penk Col27a1
F2S4_160317_004_E01,L6 IT VISp Penk Col27a1
F2S4_160317_004_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_004_H01,L6 IT VISp Penk Col27a1
F2S4_160317_005_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_005_C01,L6 IT VISp Penk Col27a1
F2S4_160317_005_E01,L6 IT VISp Penk Col27a1
F2S4_160317_005_F01,L6 IT VISp Penk Fst
F2S4_160317_005_H01,L6 IT VISp Penk Col27a1
F2S4_160317_006_A01,L6 IT VISp Col18a1
F2S4_160317_006_B01,L6 IT VISp Penk Col27a1
F2S4_160317_006_D01,L6 IT VISp Penk Col27a1
F2S4_160317_006_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_006_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_006_H01,L6 IT VISp Penk Col27a1
F2S4_160317_007_G01,L5 IT VISp Col27a1
F2S4_160317_008_D01,L5 IT VISp Col27a1
F2S4_160317_008_F01,L6 IT VISp Penk Col27a1
F2S4_160317_008_G01,L6 IT VISp Penk Col27a1
F2S4_160317_009_A01,L5 IT VISp Batf3
F2S4_160317_009_B01,L6 IT VISp Car3
F2S4_160317_009_D01,L5 IT VISp Col27a1
F2S4_160317_009_E01,L5 IT VISp Batf3
F2S4_160317_009_G01,L5 IT VISp Batf3
F2S4_160317_010_C01,L5 IT VISp Batf3
F2S4_160317_011_A01,L5 IT VISp Hsd11b1 Endou
F2S4_160317_011_B01,L5 IT VISp Hsd11b1 Endou
F2S4_160317_011_D01,L5 IT VISp Batf3
F2S4_160317_011_F01,L5 IT VISp Batf3
F2S4_160317_013_A01,L4 IT VISp Rspo1
F2S4_160317_013_B01,L4 IT VISp Rspo1
F2S4_160317_013_C01,L4 IT VISp Rspo1
F2S4_160317_013_D01,L4 IT VISp Rspo1
F2S4_160317_013_E01,L4 IT VISp Rspo1
F2S4_160317_013_F01,L4 IT VISp Rspo1
F2S4_160317_013_G01,L4 IT VISp Rspo1
F2S4_160317_013_H01,L4 IT VISp Rspo1
F2S4_160317_014_B01,L4 IT VISp Rspo1
F2S4_160317_014_C01,L4 IT VISp Rspo1
F2S4_160317_014_D01,L4 IT VISp Rspo1
F2S4_160317_014_E01,L4 IT VISp Rspo1
F2S4_160317_014_H01,L4 IT VISp Rspo1
F2S4_160317_015_A01,L4 IT VISp Rspo1
F2S4_160317_015_B01,L4 IT VISp Rspo1
F2S4_160317_015_D01,L4 IT VISp Rspo1
F2S4_160317_015_F01,L4 IT VISp Rspo1
F2S4_160317_015_G01,L4 IT VISp Rspo1
F2S4_160317_015_H01,L4 IT VISp Rspo1
F2S4_160317_016_A01,L4 IT VISp Rspo1
F2S4_160317_016_B01,L4 IT VISp Rspo1
F2S4_160317_016_C01,L4 IT VISp Rspo1
F2S4_160317_016_D01,L4 IT VISp Rspo1
F2S4_160317_016_E01,L4 IT VISp Rspo1
F2S4_160317_016_F01,L4 IT VISp Rspo1
F2S4_160317_016_G01,L4 IT VISp Rspo1
F2S4_160317_016_H01,L4 IT VISp Rspo1
F2S4_160317_017_A01,L2/3 IT VISp Agmat
F2S4_160317_017_C01,L2/3 IT VISp Rrad
F2S4_160317_017_D01,L2/3 IT VISp Agmat
F2S4_160317_017_E01,L2/3 IT VISp Agmat
F2S4_160317_017_F01,L2/3 IT VISp Agmat
F2S4_160317_017_G01,L2/3 IT VISp Agmat
F2S4_160317_018_A01,L2/3 IT VISp Rrad
F2S4_160317_018_B01,L2/3 IT VISp Agmat
F2S4_160317_018_C01,L2/3 IT VISp Rrad
F2S4_160317_018_D01,L4 IT VISp Rspo1
F2S4_160317_018_E01,L4 IT VISp Rspo1
F2S4_160317_018_F01,L2/3 IT VISp Rrad
F2S4_160317_018_G01,L2/3 IT VISp Adamts2
F2S4_160317_018_H01,L2/3 IT VISp Agmat
F2S4_160317_019_A01,L2/3 IT VISp Agmat
F2S4_160317_019_B01,L2/3 IT VISp Rrad
F2S4_160317_019_C01,L4 IT VISp Rspo1
F2S4_160317_019_D01,L2/3 IT VISp Agmat
F2S4_160317_019_E01,L2/3 IT VISp Agmat
F2S4_160317_019_F01,L2/3 IT VISp Agmat
F2S4_160317_019_G01,L2/3 IT VISp Agmat
F2S4_160317_019_H01,L2/3 IT VISp Agmat
F2S4_160317_020_A01,L2/3 IT VISp Rrad
F2S4_160317_020_B01,L2/3 IT VISp Agmat
F2S4_160317_020_C01,L2/3 IT VISp Agmat
F2S4_160317_020_D01,L2/3 IT VISp Agmat
F2S4_160317_020_E01,L2/3 IT VISp Agmat
F2S4_160317_020_F01,L2/3 IT VISp Adamts2
F2S4_160317_020_G01,L2/3 IT VISp Agmat
F2S4_160317_021_A01,L2/3 IT VISp Agmat
F2S4_160317_021_C01,L4 IT VISp Rspo1
F2S4_160317_021_D01,L2/3 IT VISp Agmat
F2S4_160317_021_E01,L2/3 IT VISp Agmat
F2S4_160317_021_G01,L2/3 IT VISp Agmat
F2S4_160317_021_H01,L2/3 IT VISp Agmat
F2S4_160317_022_A01,L6 IT VISp Penk Col27a1
F2S4_160317_022_B01,L6 IT VISp Penk Col27a1
F2S4_160317_022_D01,L6 IT VISp Penk Col27a1
F2S4_160317_022_E01,L6 IT VISp Penk Col27a1
F2S4_160317_022_F01,L6 IT VISp Penk Col27a1
F2S4_160317_022_H01,L6 IT VISp Penk Col27a1
F2S4_160317_023_D01,L6 IT VISp Penk Col27a1
F2S4_160317_023_E01,L6 IT VISp Penk Col27a1
F2S4_160317_023_F01,L5 IT VISp Batf3
F2S4_160317_023_H01,L5 IT VISp Batf3
F2S4_160317_024_A01,L6 IT VISp Penk Col27a1
F2S4_160317_024_B01,L5 IT VISp Batf3
F2S4_160317_024_C01,L6 IT VISp Penk Col27a1
F2S4_160317_024_D01,L6 IT VISp Car3
F2S4_160317_025_A01,L6 IT VISp Penk Col27a1
F2S4_160317_025_E01,L6 IT VISp Penk Col27a1
F2S4_160317_025_F01,L5 IT VISp Batf3
F2S4_160317_025_G01,L5 IT VISp Col27a1
F2S4_160317_025_H01,L6 IT VISp Col18a1
F2S4_160317_026_A01,L6 IT VISp Penk Col27a1
F2S4_160317_026_E01,L6 IT VISp Penk Col27a1
F2S4_160317_026_F01,L6 IT VISp Penk Col27a1
F2S4_160317_026_G01,L6 IT VISp Penk Col27a1
F2S4_160317_027_D01,L6 IT VISp Penk Fst
F2S4_160317_027_E01,L6 IT VISp Penk Col27a1
F2S4_160317_028_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_028_B01,L6 IT VISp Penk Col27a1
F2S4_160317_028_C01,L6 IT VISp Penk Col27a1
F2S4_160317_028_D01,L6 IT VISp Penk Fst
F2S4_160317_029_D01,L6 IT VISp Penk Col27a1
F2S4_160317_029_E01,L6 IT VISp Penk Col27a1
F2S4_160317_029_H01,L6 IT VISp Penk Fst
F2S4_160317_030_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160317_030_B01,L6 IT VISp Col18a1
F2S4_160317_030_C01,L6 IT VISp Penk Col27a1
F2S4_160317_030_D01,L6 IT VISp Penk Col27a1
F2S4_160317_030_E01,L6 IT VISp Penk Col27a1
F2S4_160317_030_F01,L6 IT VISp Penk Fst
F2S4_160317_030_G01,L6 IT VISp Penk Col27a1
F2S4_160317_030_H01,L6 IT VISp Penk Col27a1
F2S4_160317_031_A01,L6 IT VISp Penk Col27a1
F2S4_160317_031_B01,L6 IT VISp Penk Col27a1
F2S4_160317_031_H01,L6 IT VISp Penk Col27a1
F2S4_160316_003_G01,L5 IT ALM Gkn1 Pcdh19
F2S4_160316_004_D01,L6 IT ALM Oprk1
F2S4_160321_001_C01,L4 IT VISp Rspo1
F2S4_160321_001_G01,L2/3 IT VISp Agmat
F2S4_160321_002_B01,L2/3 IT VISp Agmat
F2S4_160321_002_C01,L2/3 IT VISp Adamts2
F2S4_160321_002_G01,L2/3 IT VISp Adamts2
F2S4_160321_003_B01,L4 IT VISp Rspo1
F2S4_160321_003_D01,L2/3 IT VISp Agmat
F2S4_160321_003_E01,L2/3 IT VISp Rrad
F2S4_160321_003_F01,L2/3 IT VISp Agmat
F2S4_160321_003_G01,L2/3 IT VISp Agmat
F2S4_160321_006_A01,L4 IT VISp Rspo1
F2S4_160321_006_C01,L4 IT VISp Rspo1
F2S4_160321_006_D01,L4 IT VISp Rspo1
F2S4_160321_006_E01,L4 IT VISp Rspo1
F2S4_160321_006_G01,L4 IT VISp Rspo1
F2S4_160321_006_H01,L5 IT VISp Hsd11b1 Endou
F2S4_160321_007_B01,L4 IT VISp Rspo1
F2S4_160321_007_C01,L4 IT VISp Rspo1
F2S4_160321_007_D01,L4 IT VISp Rspo1
F2S4_160321_007_G01,L4 IT VISp Rspo1
F2S4_160321_007_H01,L4 IT VISp Rspo1
F2S4_160321_008_A01,L4 IT VISp Rspo1
F2S4_160321_008_B01,L5 IT VISp Hsd11b1 Endou
F2S4_160321_008_C01,L4 IT VISp Rspo1
F2S4_160321_008_E01,L5 IT VISp Hsd11b1 Endou
F2S4_160321_011_B01,L6 IT VISp Penk Col27a1
F2S4_160321_011_C01,L4 IT VISp Rspo1
F2S4_160321_011_D01,L5 IT VISp Col27a1
F2S4_160321_011_E01,L6 IT VISp Penk Col27a1
F2S4_160321_011_F01,L5 IT VISp Hsd11b1 Endou
F2S4_160321_012_B01,L6 IT VISp Penk Col27a1
F2S4_160321_012_C01,L5 IT VISp Batf3
F2S4_160321_016_A01,L6 IT VISp Penk Col27a1
F2S4_160321_016_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_016_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_016_D01,L6 IT VISp Penk Col27a1
F2S4_160321_016_H01,L6 IT VISp Penk Col27a1
F2S4_160321_017_A01,L6 IT VISp Penk Fst
F2S4_160321_017_B01,L6 IT VISp Penk Col27a1
F2S4_160321_017_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_017_F01,L6 IT VISp Col18a1
F2S4_160321_017_G01,L6 IT VISp Penk Col27a1
F2S4_160321_017_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_022_B01,L6 IT VISp Penk Col27a1
F2S4_160321_022_C01,L6 IT VISp Penk Col27a1
F2S4_160321_022_D01,L5 IT VISp Batf3
F2S4_160321_022_E01,L6 IT VISp Penk Col27a1
F2S4_160321_022_G01,L5 IT VISp Batf3
F2S4_160321_022_H01,L5 IT VISp Batf3
F2S4_160321_023_A01,L5 IT VISp Hsd11b1 Endou
F2S4_160321_023_B01,L5 IT VISp Whrn Tox2
F2S4_160321_023_C01,L5 IT VISp Batf3
F2S4_160321_023_E01,L5 IT VISp Col27a1
F2S4_160321_023_F01,L6 IT VISp Penk Col27a1
F2S4_160321_023_G01,L6 IT VISp Col18a1
F2S4_160321_023_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_024_C01,L6 IT VISp Penk Col27a1
F2S4_160321_024_F01,L5 IT VISp Batf3
F2S4_160321_024_G01,L5 IT VISp Batf3
F2S4_160321_024_H01,L5 IT VISp Col27a1
F2S4_160321_025_C01,L5 IT VISp Col6a1 Fezf2
F2S4_160321_026_C01,L6 IT VISp Penk Col27a1
F2S4_160321_026_E01,L6 IT VISp Penk Col27a1
F2S4_160321_026_F01,L6 IT VISp Penk Col27a1
F2S4_160321_026_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_027_A01,L6 IT VISp Penk Col27a1
F2S4_160321_027_B01,L6 IT VISp Penk Col27a1
F2S4_160321_027_D01,L6 IT VISp Penk Col27a1
F2S4_160321_027_E01,L6 IT VISp Col18a1
F2S4_160321_027_F01,L6 IT VISp Col18a1
F2S4_160321_027_G01,L6 IT VISp Penk Col27a1
F2S4_160321_027_H01,L6 IT VISp Penk Col27a1
F2S4_160321_028_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_028_D01,L6 IT VISp Penk Col27a1
F2S4_160321_028_G01,L6 IT VISp Penk Col27a1
F2S4_160321_028_H01,L6 IT VISp Penk Col27a1
F2S4_160321_029_A01,L6 IT VISp Penk Col27a1
F2S4_160321_029_B01,L6 IT VISp Penk Col27a1
F2S4_160321_029_C01,L6 IT VISp Penk Col27a1
F2S4_160321_029_D01,L6 IT VISp Penk Col27a1
F2S4_160321_029_E01,L6 IT VISp Col18a1
F2S4_160321_029_F01,L6 IT VISp Penk Col27a1
F2S4_160321_029_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_029_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_030_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_030_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160321_030_E01,L6 IT VISp Penk Col27a1
F2S4_160321_030_F01,L6 IT VISp Penk Col27a1
F2S4_160328_005_C01,L5 IT VISp Batf3
F2S4_160328_005_D01,L5 IT VISp Batf3
F2S4_160328_005_F01,L5 IT VISp Batf3
F2S4_160328_005_G01,L5 IT VISp Batf3
F2S4_160328_005_H01,L5 IT VISp Batf3
F2S4_160328_006_A01,L5 IT VISp Batf3
F2S4_160328_006_C01,L5 IT VISp Col27a1
F2S4_160328_006_E01,L5 IT VISp Batf3
F2S4_160328_006_G01,L5 IT VISp Batf3
F2S4_160328_007_A01,L5 IT VISp Col6a1 Fezf2
F2S4_160328_007_B01,L5 IT VISp Batf3
F2S4_160328_007_D01,L5 IT VISp Col27a1
F2S4_160328_007_E01,L5 IT VISp Batf3
F2S4_160328_007_G01,L5 IT VISp Batf3
F2S4_160328_008_C01,L5 IT VISp Batf3
F2S4_160328_008_E01,L5 IT VISp Col6a1 Fezf2
F2S4_160328_008_F01,L5 IT VISp Col27a1
F2S4_160328_009_A01,L6 IT VISp Col18a1
F2S4_160328_009_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160328_009_E01,L6 IT VISp Col18a1
F2S4_160328_009_G01,L6 IT VISp Penk Col27a1
F2S4_160328_009_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160328_010_F01,L6 IT VISp Penk Fst
F2S4_160328_010_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160328_010_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160328_011_B01,L5 IT VISp Batf3
F2S4_160328_011_C01,L5 IT VISp Hsd11b1 Endou
F2S4_160328_011_D01,L5 IT VISp Batf3
F2S4_160328_011_E01,L5 IT VISp Batf3
F2S4_160328_011_G01,L5 IT VISp Batf3
F2S4_160328_011_H01,L5 IT VISp Hsd11b1 Endou
F2S4_160328_012_G01,L5 IT VISp Col27a1
F2S4_160328_013_A01,L5 IT VISp Col27a1
F2S4_160328_013_B01,L5 IT VISp Batf3
F2S4_160328_013_F01,L5 IT VISp Hsd11b1 Endou
F2S4_160328_013_G01,L5 IT VISp Hsd11b1 Endou
F2S4_160328_014_B01,L5 IT VISp Batf3
F2S4_160328_014_C01,L5 IT VISp Batf3
F2S4_160328_014_D01,L6 IT VISp Col18a1
F2S4_160329_001_A01,L2/3 IT VISp Agmat
F2S4_160329_001_C01,L2/3 IT VISp Agmat
F2S4_160329_001_D01,L2/3 IT VISp Adamts2
F2S4_160329_001_E01,L2/3 IT VISp Agmat
F2S4_160329_001_F01,L2/3 IT VISp Adamts2
F2S4_160329_001_G01,L2/3 IT VISp Agmat
F2S4_160329_002_A01,L2/3 IT VISp Agmat
F2S4_160329_002_B01,L2/3 IT VISp Rrad
F2S4_160329_002_C01,L2/3 IT VISp Agmat
F2S4_160329_002_D01,L2/3 IT VISp Agmat
F2S4_160329_002_E01,L2/3 IT VISp Agmat
F2S4_160329_002_G01,L2/3 IT VISp Agmat
F2S4_160329_002_H01,L2/3 IT VISp Agmat
F2S4_160329_003_A01,L2/3 IT VISp Agmat
F2S4_160329_003_B01,L2/3 IT VISp Agmat
F2S4_160329_003_C01,L2/3 IT VISp Adamts2
F2S4_160329_003_D01,L2/3 IT VISp Adamts2
F2S4_160329_003_E01,L2/3 IT VISp Rrad
F2S4_160329_003_F01,L2/3 IT VISp Agmat
F2S4_160329_003_G01,L2/3 IT VISp Agmat
F2S4_160329_003_H01,L2/3 IT VISp Agmat
F2S4_160329_004_A01,L2/3 IT VISp Agmat
F2S4_160329_004_B01,L2/3 IT VISp Adamts2
F2S4_160329_004_C01,L2/3 IT VISp Adamts2
F2S4_160329_004_D01,L2/3 IT VISp Agmat
F2S4_160329_004_E01,L2/3 IT VISp Agmat
F2S4_160329_004_F01,L2/3 IT VISp Agmat
F2S4_160329_004_G01,L2/3 IT VISp Agmat
F2S4_160329_004_H01,L2/3 IT VISp Agmat
F2S4_160329_005_A01,L2/3 IT VISp Agmat
F2S4_160329_005_B01,L2/3 IT VISp Agmat
F2S4_160329_005_C01,L2/3 IT VISp Agmat
F2S4_160329_005_D01,L2/3 IT VISp Agmat
F2S4_160329_005_E01,L2/3 IT VISp Agmat
F2S4_160329_005_F01,L2/3 IT VISp Rrad
F2S4_160329_005_G01,L2/3 IT VISp Agmat
F2S4_160329_005_H01,L2/3 IT VISp Agmat
F2S4_160329_006_A01,L4 IT VISp Rspo1
F2S4_160329_006_B01,L4 IT VISp Rspo1
F2S4_160329_006_C01,L4 IT VISp Rspo1
F2S4_160329_006_D01,L5 IT VISp Hsd11b1 Endou
F2S4_160329_006_E01,L4 IT VISp Rspo1
F2S4_160329_006_F01,L4 IT VISp Rspo1
F2S4_160329_006_G01,L4 IT VISp Rspo1
F2S4_160329_006_H01,L4 IT VISp Rspo1
F2S4_160329_007_A01,L4 IT VISp Rspo1
F2S4_160329_007_B01,L4 IT VISp Rspo1
F2S4_160329_007_C01,L4 IT VISp Rspo1
F2S4_160329_007_D01,L4 IT VISp Rspo1
F2S4_160329_007_E01,L4 IT VISp Rspo1
F2S4_160329_007_F01,L4 IT VISp Rspo1
F2S4_160329_007_G01,L4 IT VISp Rspo1
F2S4_160329_007_H01,L4 IT VISp Rspo1
F2S4_160329_008_A01,L4 IT VISp Rspo1
F2S4_160329_008_B01,L4 IT VISp Rspo1
F2S4_160329_008_C01,L4 IT VISp Rspo1
F2S4_160329_008_D01,L4 IT VISp Rspo1
F2S4_160329_008_E01,L4 IT VISp Rspo1
F2S4_160329_009_A01,L4 IT VISp Rspo1
F2S4_160329_009_B01,L4 IT VISp Rspo1
F2S4_160329_009_C01,L4 IT VISp Rspo1
F2S4_160329_009_F01,L4 IT VISp Rspo1
F2S4_160329_009_G01,L5 IT VISp Hsd11b1 Endou
F2S4_160329_009_H01,L4 IT VISp Rspo1
F2S4_160329_010_A01,L4 IT VISp Rspo1
F2S4_160329_010_B01,L4 IT VISp Rspo1
F2S4_160329_010_C01,L4 IT VISp Rspo1
F2S4_160329_010_D01,L4 IT VISp Rspo1
F2S4_160329_010_E01,L4 IT VISp Rspo1
F2S4_160329_010_F01,L5 IT VISp Hsd11b1 Endou
F2S4_160329_010_G01,L4 IT VISp Rspo1
F2S4_160329_010_H01,L4 IT VISp Rspo1
F2S4_160329_011_B01,L6 IT VISp Col18a1
F2S4_160329_011_F01,L6 IT VISp Col18a1
F2S4_160329_012_E01,L5 IT VISp Col6a1 Fezf2
F2S4_160329_012_G01,L6 IT VISp Col18a1
F2S4_160329_012_H01,L5 IT VISp Batf3
F2S4_160329_013_B01,L6 IT VISp Penk Col27a1
F2S4_160329_013_C01,L5 IT VISp Batf3
F2S4_160329_014_D01,L5 IT VISp Batf3
F2S4_160329_015_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160329_015_B01,L4 IT VISp Rspo1
F2S4_160329_016_D01,L6 IT VISp Penk Col27a1
F2S4_160329_016_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160329_016_G01,L6 IT VISp Penk Col27a1
F2S4_160329_016_H01,L6 IT VISp Penk Col27a1
F2S4_160329_017_A01,L6 IT VISp Col18a1
F2S4_160329_017_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160329_017_E01,L6 IT VISp Penk Col27a1
F2S4_160329_017_F01,L6 IT VISp Penk Col27a1
F2S4_160329_017_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160329_018_A01,L6 IT VISp Penk Col27a1
F2S4_160329_018_E01,L6 IT VISp Penk Col27a1
F2S4_160329_018_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160329_018_H01,L6 IT VISp Penk Col27a1
F2S4_160329_019_B01,L6 IT VISp Penk Col27a1
F2S4_160329_019_C01,L6 IT VISp Penk Col27a1
F2S4_160329_019_D01,L6 IT VISp Penk Col27a1
F2S4_160329_020_A01,L6 IT VISp Penk Col27a1
F2S4_160329_020_C01,L6 IT VISp Col23a1 Adamts2
