sample_name,FigD_label
F2S4_151217_005_C01,L4 IT VISp Rspo1
F2S4_151217_005_E01,L4 IT VISp Rspo1
F2S4_151217_005_F01,L4 IT VISp Rspo1
F2S4_151217_005_G01,L4 IT VISp Rspo1
F2S4_151217_005_H01,L4 IT VISp Rspo1
F2S4_151217_006_A01,L4 IT VISp Rspo1
F2S4_151217_006_C01,L2/3 IT VISp Agmat
F2S4_151217_006_D01,L4 IT VISp Rspo1
F2S4_151217_006_E01,L4 IT VISp Rspo1
F2S4_151217_006_F01,L4 IT VISp Rspo1
F2S4_151217_006_G01,L4 IT VISp Rspo1
F2S4_151217_007_A01,L2/3 IT VISp Agmat
F2S4_151217_007_B01,L4 IT VISp Rspo1
F2S4_151217_007_C01,L4 IT VISp Rspo1
F2S4_151217_007_D01,L4 IT VISp Rspo1
F2S4_151217_007_E01,L4 IT VISp Rspo1
F2S4_151217_007_F01,L4 IT VISp Rspo1
F2S4_151217_007_G01,L4 IT VISp Rspo1
F2S4_151217_007_H01,L4 IT VISp Rspo1
F2S4_151217_008_A01,L4 IT VISp Rspo1
F2S4_151217_008_B01,L4 IT VISp Rspo1
F2S4_151217_008_C01,L4 IT VISp Rspo1
F2S4_151217_008_E01,L4 IT VISp Rspo1
F2S4_151217_008_F01,L4 IT VISp Rspo1
F2S4_151217_008_G01,L4 IT VISp Rspo1
F2S4_151217_008_H01,L4 IT VISp Rspo1
F2S4_151217_009_D01,L5 IT VISp Hsd11b1 Endou
F2S4_151217_010_D01,L4 IT VISp Rspo1
F2S4_151217_010_G01,L5 IT VISp Batf3
F2S4_151217_011_A01,L6 IT VISp Car3
F2S4_151217_011_B01,L2/3 IT VISp Agmat
F2S4_151217_011_C01,L6 IT VISp Penk Col27a1
F2S4_151217_011_E01,L6 IT VISp Penk Col27a1
F2S4_151217_011_G01,L6 IT VISp Penk Fst
F2S4_151217_012_A01,L6 IT VISp Penk Col27a1
F2S4_151217_012_C01,L6 IT VISp Penk Fst
F2S4_151217_012_D01,L6 IT VISp Car3
F2S4_151217_012_E01,L6 IT VISp Penk Col27a1
F2S4_151217_013_C01,L6 IT VISp Penk Col27a1
F2S4_151217_013_F01,L6 IT VISp Col23a1 Adamts2
F2S4_151217_013_H01,L6 IT VISp Penk Col27a1
F2S4_151217_014_A01,L6 IT VISp Col18a1
F2S4_151217_014_B01,L6 IT VISp Penk Fst
F2S4_151217_014_C01,L6 IT VISp Penk Col27a1
F2S4_151217_014_D01,L6 IT VISp Col23a1 Adamts2
F2S4_151217_014_G01,L6 IT VISp Penk Fst
F2S4_151217_014_H01,L6 IT VISp Penk Col27a1
F2S4_160113_001_A01,L2/3 IT VISp Agmat
F2S4_160113_001_B01,L2/3 IT VISp Agmat
F2S4_160113_001_C01,L2/3 IT VISp Agmat
F2S4_160113_001_D01,L2/3 IT VISp Agmat
F2S4_160113_001_E01,L2/3 IT VISp Agmat
F2S4_160113_001_G01,L2/3 IT VISp Adamts2
F2S4_160113_002_A01,L2/3 IT VISp Agmat
F2S4_160113_002_B01,L2/3 IT VISp Adamts2
F2S4_160113_002_C01,L2/3 IT VISp Agmat
F2S4_160113_002_D01,L2/3 IT VISp Agmat
F2S4_160113_002_E01,L2/3 IT VISp Agmat
F2S4_160113_002_F01,L2/3 IT VISp Agmat
F2S4_160113_002_G01,L2/3 IT VISp Agmat
F2S4_160113_003_A01,L2/3 IT VISp Agmat
F2S4_160113_003_B01,L2/3 IT VISp Adamts2
F2S4_160113_003_C01,L2/3 IT VISp Adamts2
F2S4_160113_003_D01,L2/3 IT VISp Agmat
F2S4_160113_003_E01,L2/3 IT VISp Agmat
F2S4_160113_003_F01,L2/3 IT VISp Adamts2
F2S4_160113_003_H01,L2/3 IT VISp Agmat
F2S4_160113_004_A01,L2/3 IT VISp Agmat
F2S4_160113_004_B01,L2/3 IT VISp Agmat
F2S4_160113_004_C01,L2/3 IT VISp Agmat
F2S4_160113_004_D01,L2/3 IT VISp Agmat
F2S4_160113_004_E01,L2/3 IT VISp Agmat
F2S4_160113_004_F01,L2/3 IT VISp Adamts2
F2S4_160113_004_G01,L2/3 IT VISp Agmat
F2S4_160113_005_A01,L2/3 IT VISp Adamts2
F2S4_160113_005_B01,L2/3 IT VISp Agmat
F2S4_160113_005_C01,L2/3 IT VISp Agmat
F2S4_160113_005_D01,L2/3 IT VISp Agmat
F2S4_160113_005_E01,L2/3 IT VISp Agmat
F2S4_160113_005_F01,L2/3 IT VISp Agmat
F2S4_160113_005_H01,L2/3 IT VISp Agmat
F2S4_160113_006_A01,L2/3 IT VISp Agmat
F2S4_160113_006_B01,L2/3 IT VISp Rrad
F2S4_160113_006_C01,L2/3 IT VISp Adamts2
F2S4_160113_006_D01,L2/3 IT VISp Agmat
F2S4_160113_006_E01,L2/3 IT VISp Rrad
F2S4_160113_006_F01,L2/3 IT VISp Agmat
F2S4_160113_006_G01,L2/3 IT VISp Agmat
F2S4_160113_006_H01,L2/3 IT VISp Agmat
F2S4_160113_007_B01,L4 IT VISp Rspo1
F2S4_160113_007_C01,L5 IT VISp Hsd11b1 Endou
F2S4_160113_007_D01,L4 IT VISp Rspo1
F2S4_160113_007_E01,L4 IT VISp Rspo1
F2S4_160113_007_F01,L4 IT VISp Rspo1
F2S4_160113_007_G01,L4 IT VISp Rspo1
F2S4_160113_007_H01,L4 IT VISp Rspo1
F2S4_160113_008_A01,L4 IT VISp Rspo1
F2S4_160113_008_B01,L4 IT VISp Rspo1
F2S4_160113_008_C01,L4 IT VISp Rspo1
F2S4_160113_008_D01,L4 IT VISp Rspo1
F2S4_160113_008_E01,L4 IT VISp Rspo1
F2S4_160113_008_F01,L4 IT VISp Rspo1
F2S4_160113_008_G01,L4 IT VISp Rspo1
F2S4_160113_008_H01,L4 IT VISp Rspo1
F2S4_160113_009_A01,L4 IT VISp Rspo1
F2S4_160113_009_B01,L4 IT VISp Rspo1
F2S4_160113_009_C01,L4 IT VISp Rspo1
F2S4_160113_009_D01,L5 IT VISp Hsd11b1 Endou
F2S4_160113_009_E01,L4 IT VISp Rspo1
F2S4_160113_009_F01,L4 IT VISp Rspo1
F2S4_160113_009_G01,L4 IT VISp Rspo1
F2S4_160113_009_H01,L4 IT VISp Rspo1
F2S4_160113_010_A01,L4 IT VISp Rspo1
F2S4_160113_010_B01,L4 IT VISp Rspo1
F2S4_160113_010_C01,L5 IT VISp Hsd11b1 Endou
F2S4_160113_010_D01,L4 IT VISp Rspo1
F2S4_160113_010_E01,L4 IT VISp Rspo1
F2S4_160113_010_F01,L4 IT VISp Rspo1
F2S4_160113_010_G01,L4 IT VISp Rspo1
F2S4_160113_010_H01,L4 IT VISp Rspo1
F2S4_160113_011_A01,L4 IT VISp Rspo1
F2S4_160113_011_B01,L4 IT VISp Rspo1
F2S4_160113_011_C01,L4 IT VISp Rspo1
F2S4_160113_011_D01,L4 IT VISp Rspo1
F2S4_160113_011_E01,L4 IT VISp Rspo1
F2S4_160113_011_F01,L4 IT VISp Rspo1
F2S4_160113_011_G01,L4 IT VISp Rspo1
F2S4_160113_011_H01,L4 IT VISp Rspo1
F2S4_160113_012_A01,L5 IT VISp Batf3
F2S4_160113_013_C01,L5 IT VISp Batf3
F2S4_160113_014_F01,L6 IT VISp Penk Col27a1
F2S4_160113_015_C01,L5 IT VISp Col27a1
F2S4_160113_015_E01,L6 IT VISp Penk Col27a1
F2S4_160113_015_F01,L5 IT VISp Hsd11b1 Endou
F2S4_160113_015_G01,L5 IT VISp Col27a1
F2S4_160113_016_A01,L5 IT VISp Col27a1
F2S4_160113_016_C01,L5 IT VISp Batf3
F2S4_160113_016_H01,L5 IT VISp Batf3
F2S4_160113_017_G01,L5 IT VISp Hsd11b1 Endou
F2S4_160113_018_E01,L6 IT VISp Penk Col27a1
F2S4_160113_018_G01,L6 IT VISp Col18a1
F2S4_160113_018_H01,L6 IT VISp Col18a1
F2S4_160113_019_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_019_F01,L6 IT VISp Penk Fst
F2S4_160113_019_G01,L6 IT VISp Penk Col27a1
F2S4_160113_020_A01,L6 IT VISp Penk Col27a1
F2S4_160113_020_B01,L6 IT VISp Penk Col27a1
F2S4_160113_020_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_020_H01,L6 IT VISp Penk Col27a1
F2S4_160113_021_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_021_D01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_021_E01,L6 IT VISp Penk Col27a1
F2S4_160113_021_F01,L6 IT VISp Penk Col27a1
F2S4_160113_021_H01,L6 IT VISp Penk Col27a1
F2S4_160113_022_D01,L6 IT VISp Penk Col27a1
F2S4_160113_022_E01,L6 IT VISp Penk Col27a1
F2S4_160113_022_H01,L6 IT VISp Penk Col27a1
F2S4_160113_023_A01,L6 IT VISp Penk Col27a1
F2S4_160113_023_B01,L6 IT VISp Penk Col27a1
F2S4_160113_023_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_023_E01,L6 IT VISp Penk Fst
F2S4_160113_023_F01,L6 IT VISp Penk Col27a1
F2S4_160113_023_G01,L6 IT VISp Penk Fst
F2S4_160113_024_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_024_C01,L6 IT VISp Penk Col27a1
F2S4_160113_024_D01,L6 IT VISp Penk Col27a1
F2S4_160113_024_G01,L6 IT VISp Penk Col27a1
F2S4_160113_024_H01,L6 IT VISp Penk Col27a1
F2S4_160113_025_B01,L6 IT VISp Penk Col27a1
F2S4_160113_025_D01,L6 IT VISp Penk Col27a1
F2S4_160113_025_G01,L6 IT VISp Penk Col27a1
F2S4_160113_026_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160113_026_C01,L6 IT VISp Penk Col27a1
F2S4_160113_026_E01,L6 IT VISp Penk Col27a1
F2S4_160113_026_F01,L6 IT VISp Penk Col27a1
F2S4_160113_026_H01,L6 IT VISp Penk Fst
F2S4_160119_001_F01,L2/3 IT VISp Agmat
F2S4_160120_001_A01,L2/3 IT VISp Adamts2
F2S4_160120_001_B01,L2/3 IT VISp Agmat
F2S4_160120_001_C01,L2/3 IT VISp Agmat
F2S4_160120_001_D01,L2/3 IT VISp Adamts2
F2S4_160120_001_E01,L2/3 IT VISp Agmat
F2S4_160120_001_F01,L2/3 IT VISp Adamts2
F2S4_160120_001_G01,L2/3 IT VISp Agmat
F2S4_160120_001_H01,L2/3 IT VISp Adamts2
F2S4_160120_002_A01,L2/3 IT VISp Adamts2
F2S4_160120_002_B01,L2/3 IT VISp Rrad
F2S4_160120_002_C01,L2/3 IT VISp Agmat
F2S4_160120_002_D01,L2/3 IT VISp Agmat
F2S4_160120_002_E01,L2/3 IT VISp Rrad
F2S4_160120_002_F01,L2/3 IT VISp Agmat
F2S4_160120_002_G01,L2/3 IT VISp Agmat
F2S4_160120_002_H01,L2/3 IT VISp Adamts2
F2S4_160120_003_A01,L2/3 IT VISp Agmat
F2S4_160120_003_B01,L2/3 IT VISp Adamts2
F2S4_160120_003_C01,L2/3 IT VISp Agmat
F2S4_160120_003_D01,L2/3 IT VISp Agmat
F2S4_160120_003_E01,L2/3 IT VISp Agmat
F2S4_160120_003_F01,L2/3 IT VISp Agmat
F2S4_160120_003_G01,L2/3 IT VISp Agmat
F2S4_160120_003_H01,L2/3 IT VISp Agmat
F2S4_160120_004_A01,L2/3 IT VISp Agmat
F2S4_160120_004_B01,L2/3 IT VISp Agmat
F2S4_160120_004_C01,L2/3 IT VISp Agmat
F2S4_160120_004_D01,L2/3 IT VISp Adamts2
F2S4_160120_004_E01,L2/3 IT VISp Rrad
F2S4_160120_004_F01,L2/3 IT VISp Adamts2
F2S4_160120_004_G01,L2/3 IT VISp Agmat
F2S4_160120_004_H01,L2/3 IT VISp Adamts2
F2S4_160120_005_A01,L2/3 IT VISp Agmat
F2S4_160120_005_B01,L2/3 IT VISp Agmat
F2S4_160120_005_C01,L2/3 IT VISp Agmat
F2S4_160120_005_D01,L2/3 IT VISp Agmat
F2S4_160120_005_E01,L2/3 IT VISp Agmat
F2S4_160120_005_F01,L2/3 IT VISp Agmat
F2S4_160120_005_G01,L2/3 IT VISp Agmat
F2S4_160120_005_H01,L2/3 IT VISp Agmat
F2S4_160120_006_B01,L4 IT VISp Rspo1
F2S4_160120_006_C01,L4 IT VISp Rspo1
F2S4_160120_006_D01,L4 IT VISp Rspo1
F2S4_160120_006_E01,L4 IT VISp Rspo1
F2S4_160120_006_F01,L4 IT VISp Rspo1
F2S4_160120_006_G01,L4 IT VISp Rspo1
F2S4_160120_006_H01,L4 IT VISp Rspo1
F2S4_160120_007_A01,L4 IT VISp Rspo1
F2S4_160120_007_B01,L4 IT VISp Rspo1
F2S4_160120_007_C01,L4 IT VISp Rspo1
F2S4_160120_007_D01,L4 IT VISp Rspo1
F2S4_160120_007_E01,L4 IT VISp Rspo1
F2S4_160120_007_F01,L4 IT VISp Rspo1
F2S4_160120_007_G01,L4 IT VISp Rspo1
F2S4_160120_007_H01,L5 IT VISp Hsd11b1 Endou
F2S4_160120_008_A01,L4 IT VISp Rspo1
F2S4_160120_008_B01,L4 IT VISp Rspo1
F2S4_160120_008_C01,L4 IT VISp Rspo1
F2S4_160120_008_D01,L4 IT VISp Rspo1
F2S4_160120_008_E01,L4 IT VISp Rspo1
F2S4_160120_008_G01,L4 IT VISp Rspo1
F2S4_160120_008_H01,L4 IT VISp Rspo1
F2S4_160120_009_A01,L4 IT VISp Rspo1
F2S4_160120_009_B01,L4 IT VISp Rspo1
F2S4_160120_009_C01,L4 IT VISp Rspo1
F2S4_160120_009_D01,L4 IT VISp Rspo1
F2S4_160120_009_E01,L4 IT VISp Rspo1
F2S4_160120_009_F01,L4 IT VISp Rspo1
F2S4_160120_009_G01,L4 IT VISp Rspo1
F2S4_160120_010_A01,L4 IT VISp Rspo1
F2S4_160120_010_B01,L4 IT VISp Rspo1
F2S4_160120_010_C01,L4 IT VISp Rspo1
F2S4_160120_010_D01,L4 IT VISp Rspo1
F2S4_160120_010_E01,L4 IT VISp Rspo1
F2S4_160120_010_F01,L4 IT VISp Rspo1
F2S4_160120_010_G01,L4 IT VISp Rspo1
F2S4_160120_011_A01,L6 IT VISp Penk Col27a1
F2S4_160120_011_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_011_D01,L6 IT VISp Penk Col27a1
F2S4_160120_011_E01,L6 IT VISp Penk Col27a1
F2S4_160120_011_F01,L6 IT VISp Penk Col27a1
F2S4_160120_011_G01,L6 IT VISp Penk Col27a1
F2S4_160120_011_H01,L5 IT VISp Batf3
F2S4_160120_012_A01,L6 IT VISp Penk Col27a1
F2S4_160120_012_C01,L6 IT VISp Penk Col27a1
F2S4_160120_012_D01,L6 IT VISp Col18a1
F2S4_160120_012_F01,L6 IT VISp Penk Col27a1
F2S4_160120_012_G01,L6 IT VISp Penk Col27a1
F2S4_160120_013_A01,L6 IT VISp Col18a1
F2S4_160120_013_B01,L5 IT VISp Batf3
F2S4_160120_013_C01,L6 IT VISp Col18a1
F2S4_160120_013_E01,L6 IT VISp Penk Col27a1
F2S4_160120_013_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_013_G01,L6 IT VISp Car3
F2S4_160120_013_H01,L6 IT VISp Penk Col27a1
F2S4_160120_014_B01,L6 IT VISp Penk Col27a1
F2S4_160120_014_C01,L6 IT VISp Penk Col27a1
F2S4_160120_014_D01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_014_E01,L6 IT VISp Penk Col27a1
F2S4_160120_014_F01,L6 IT VISp Penk Col27a1
F2S4_160120_014_G01,L6 IT VISp Penk Col27a1
F2S4_160120_014_H01,L6 IT VISp Penk Col27a1
F2S4_160120_015_A01,L6 IT VISp Penk Col27a1
F2S4_160120_015_B01,L6 IT VISp Penk Col27a1
F2S4_160120_015_C01,L6 IT VISp Penk Col27a1
F2S4_160120_015_D01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_015_E01,L6 IT VISp Penk Col27a1
F2S4_160120_015_F01,L6 IT VISp Penk Col27a1
F2S4_160120_015_G01,L6 IT VISp Penk Col27a1
F2S4_160120_015_H01,L6 IT VISp Penk Col27a1
F2S4_160120_016_A01,L6 IT VISp Penk Col27a1
F2S4_160120_016_B01,L6 IT VISp Col18a1
F2S4_160120_016_C01,L6 IT VISp Penk Col27a1
F2S4_160120_016_D01,L6 IT VISp Penk Col27a1
F2S4_160120_016_E01,L6 IT VISp Penk Col27a1
F2S4_160120_016_F01,L6 IT VISp Penk Col27a1
F2S4_160120_016_G01,L6 IT VISp Penk Col27a1
F2S4_160120_016_H01,L6 IT VISp Col18a1
F2S4_160120_017_A01,L6 IT VISp Penk Fst
F2S4_160120_017_B01,L6 IT VISp Penk Col27a1
F2S4_160120_017_C01,L6 IT VISp Penk Col27a1
F2S4_160120_017_D01,L6 IT VISp Penk Col27a1
F2S4_160120_017_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_017_F01,L6 IT VISp Penk Col27a1
F2S4_160120_017_G01,L6 IT VISp Penk Fst
F2S4_160120_018_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_018_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_018_D01,L6 IT VISp Penk Col27a1
F2S4_160120_018_E01,L6 IT VISp Penk Col27a1
F2S4_160120_018_G01,L6 IT VISp Penk Col27a1
F2S4_160120_019_A01,L6 IT VISp Penk Col27a1
F2S4_160120_019_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_019_C01,L6 IT VISp Penk Col27a1
F2S4_160120_019_D01,L6 IT VISp Penk Fst
F2S4_160120_019_E01,L6 IT VISp Penk Fst
F2S4_160120_019_G01,L6 IT VISp Penk Col27a1
F2S4_160120_019_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_020_A01,L6 IT VISp Penk Col27a1
F2S4_160120_020_B01,L6 IT VISp Penk Col27a1
F2S4_160120_020_D01,L6 IT VISp Penk Col27a1
F2S4_160120_020_F01,L6 IT VISp Penk Col27a1
F2S4_160120_020_H01,L6 IT VISp Penk Col27a1
F2S4_160120_021_C01,L6 IT VISp Penk Col27a1
F2S4_160120_021_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_021_F01,L6 IT VISp Penk Col27a1
F2S4_160120_022_B01,L6 IT VISp Penk Col27a1
F2S4_160120_022_E01,L6 IT VISp Penk Fst
F2S4_160120_022_G01,L6 IT VISp Penk Fst
F2S4_160120_023_C01,L6 IT VISp Col18a1
F2S4_160120_023_E01,L6 IT VISp Penk Col27a1
F2S4_160120_023_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_023_G01,L6 IT VISp Penk Col27a1
F2S4_160120_023_H01,L6 IT VISp Penk Col27a1
F2S4_160120_024_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_024_C01,L6 IT VISp Penk Col27a1
F2S4_160120_024_D01,L6 IT VISp Penk Fst
F2S4_160120_024_E01,L6 IT VISp Penk Col27a1
F2S4_160120_024_F01,L6 IT VISp Col18a1
F2S4_160120_024_G01,L6 IT VISp Penk Col27a1
F2S4_160120_025_B01,L6 IT VISp Penk Col27a1
F2S4_160120_025_C01,L6 IT VISp Penk Fst
F2S4_160120_025_D01,L6 IT VISp Penk Fst
F2S4_160120_025_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_026_A01,L6 IT VISp Penk Col27a1
F2S4_160120_026_C01,L6 IT VISp Penk Col27a1
F2S4_160120_026_G01,L6 IT VISp Penk Col27a1
F2S4_160120_026_H01,L6 IT VISp Penk Col27a1
F2S4_160120_027_A01,L6 IT VISp Penk Col27a1
F2S4_160120_027_D01,L6 IT VISp Penk Col27a1
F2S4_160120_027_F01,L6 IT VISp Penk Col27a1
F2S4_160120_028_A01,L6 IT VISp Penk Col27a1
F2S4_160120_028_B01,L6 IT VISp Penk Col27a1
F2S4_160120_028_D01,L6 IT VISp Penk Col27a1
F2S4_160120_028_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160120_028_F01,L6 IT VISp Col18a1
F2S4_160121_001_A01,L2/3 IT VISp Agmat
F2S4_160121_001_F01,L2/3 IT VISp Agmat
F2S4_160126_005_B01,L5 IT VISp Batf3
F2S4_160126_005_C01,L5 IT VISp Col27a1
F2S4_160126_005_G01,L5 IT VISp Col27a1
F2S4_160126_005_H01,L6 IT VISp Col18a1
F2S4_160126_006_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_006_E01,L6 IT VISp Penk Col27a1
F2S4_160126_006_F01,L6 IT VISp Penk Col27a1
F2S4_160126_006_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_007_B01,L5 IT VISp Batf3
F2S4_160126_008_B01,L6 IT VISp Penk Col27a1
F2S4_160126_008_E01,L5 IT VISp Col6a1 Fezf2
F2S4_160126_009_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_009_H01,L6 IT VISp Penk Col27a1
F2S4_160126_010_A01,L6 IT VISp Penk Col27a1
F2S4_160126_010_E01,L6 IT VISp Penk Col27a1
F2S4_160126_010_F01,L6 IT VISp Penk Col27a1
F2S4_160126_010_G01,L6 IT VISp Penk Fst
F2S4_160126_011_B01,L6 IT VISp Penk Col27a1
F2S4_160126_011_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_011_F01,L6 IT VISp Penk Col27a1
F2S4_160126_012_A01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_012_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_012_D01,L6 IT VISp Penk Fst
F2S4_160126_012_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_012_H01,L6 IT VISp Penk Col27a1
F2S4_160126_013_A01,L6 IT VISp Penk Col27a1
F2S4_160126_013_D01,L6 IT VISp Penk Col27a1
F2S4_160126_013_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_013_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_014_B01,L6 IT VISp Penk Col27a1
F2S4_160126_014_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_014_E01,L6 IT VISp Penk Fst
F2S4_160126_014_G01,L6 IT VISp Penk Fst
F2S4_160126_014_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_015_C01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_015_F01,L6 IT VISp Col18a1
F2S4_160126_015_G01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_015_H01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_016_F01,L6 IT VISp Penk Fst
F2S4_160126_016_H01,L6 IT VISp Penk Col27a1
F2S4_160126_017_A01,L2/3 IT VISp Agmat
F2S4_160126_017_B01,L4 IT VISp Rspo1
F2S4_160126_017_D01,L4 IT VISp Rspo1
F2S4_160126_017_E01,L2/3 IT VISp Adamts2
F2S4_160126_017_F01,L2/3 IT VISp Agmat
F2S4_160126_017_G01,L4 IT VISp Rspo1
F2S4_160126_018_A01,L4 IT VISp Rspo1
F2S4_160126_018_B01,L2/3 IT VISp Agmat
F2S4_160126_018_C01,L2/3 IT VISp Agmat
F2S4_160126_018_D01,L2/3 IT VISp Agmat
F2S4_160126_018_E01,L2/3 IT VISp Agmat
F2S4_160126_018_F01,L2/3 IT VISp Agmat
F2S4_160126_018_G01,L2/3 IT VISp Adamts2
F2S4_160126_018_H01,L4 IT VISp Rspo1
F2S4_160126_019_A01,L2/3 IT VISp Agmat
F2S4_160126_019_B01,L4 IT VISp Rspo1
F2S4_160126_019_C01,L2/3 IT VISp Agmat
F2S4_160126_019_D01,L2/3 IT VISp Adamts2
F2S4_160126_019_H01,L4 IT VISp Rspo1
F2S4_160126_020_A01,L4 IT VISp Rspo1
F2S4_160126_020_B01,L2/3 IT VISp Agmat
F2S4_160126_020_C01,L2/3 IT VISp Adamts2
F2S4_160126_020_E01,L2/3 IT VISp Adamts2
F2S4_160126_020_F01,L2/3 IT VISp Agmat
F2S4_160126_020_G01,L4 IT VISp Rspo1
F2S4_160126_020_H01,L2/3 IT VISp Adamts2
F2S4_160126_021_A01,L2/3 IT VISp Agmat
F2S4_160126_021_B01,L2/3 IT VISp Adamts2
F2S4_160126_021_D01,L2/3 IT VISp Agmat
F2S4_160126_021_E01,L2/3 IT VISp Agmat
F2S4_160126_021_F01,L2/3 IT VISp Agmat
F2S4_160126_021_G01,L2/3 IT VISp Rrad
F2S4_160126_021_H01,L2/3 IT VISp Adamts2
F2S4_160126_022_A01,L2/3 IT VISp Agmat
F2S4_160126_022_B01,L2/3 IT VISp Agmat
F2S4_160126_022_C01,L2/3 IT VISp Adamts2
F2S4_160126_022_D01,L2/3 IT VISp Agmat
F2S4_160126_022_E01,L2/3 IT VISp Adamts2
F2S4_160126_022_F01,L2/3 IT VISp Agmat
F2S4_160126_022_G01,L4 IT VISp Rspo1
F2S4_160126_022_H01,L2/3 IT VISp Agmat
F2S4_160126_023_A01,L4 IT VISp Rspo1
F2S4_160126_023_B01,L4 IT VISp Rspo1
F2S4_160126_023_C01,L4 IT VISp Rspo1
F2S4_160126_023_D01,L4 IT VISp Rspo1
F2S4_160126_023_E01,L4 IT VISp Rspo1
F2S4_160126_023_F01,L5 IT VISp Whrn Tox2
F2S4_160126_023_H01,L4 IT VISp Rspo1
F2S4_160126_024_A01,L4 IT VISp Rspo1
F2S4_160126_024_B01,L4 IT VISp Rspo1
F2S4_160126_024_C01,L4 IT VISp Rspo1
F2S4_160126_024_D01,L4 IT VISp Rspo1
F2S4_160126_024_E01,L5 IT VISp Batf3
F2S4_160126_024_F01,L4 IT VISp Rspo1
F2S4_160126_024_G01,L4 IT VISp Rspo1
F2S4_160126_024_H01,L4 IT VISp Rspo1
F2S4_160126_025_A01,L4 IT VISp Rspo1
F2S4_160126_025_B01,L4 IT VISp Rspo1
F2S4_160126_025_C01,L4 IT VISp Rspo1
F2S4_160126_025_D01,L4 IT VISp Rspo1
F2S4_160126_025_F01,L4 IT VISp Rspo1
F2S4_160126_025_G01,L4 IT VISp Rspo1
F2S4_160126_025_H01,L4 IT VISp Rspo1
F2S4_160126_026_A01,L4 IT VISp Rspo1
F2S4_160126_026_B01,L4 IT VISp Rspo1
F2S4_160126_026_D01,L4 IT VISp Rspo1
F2S4_160126_026_F01,L4 IT VISp Rspo1
F2S4_160126_026_G01,L4 IT VISp Rspo1
F2S4_160126_027_A01,L4 IT VISp Rspo1
F2S4_160126_027_B01,L4 IT VISp Rspo1
F2S4_160126_027_C01,L5 IT VISp Whrn Tox2
F2S4_160126_027_D01,L4 IT VISp Rspo1
F2S4_160126_027_E01,L4 IT VISp Rspo1
F2S4_160126_027_H01,L4 IT VISp Rspo1
F2S4_160126_028_A01,L4 IT VISp Rspo1
F2S4_160126_028_C01,L4 IT VISp Rspo1
F2S4_160126_028_E01,L4 IT VISp Rspo1
F2S4_160126_028_F01,L4 IT VISp Rspo1
F2S4_160126_028_G01,L4 IT VISp Rspo1
F2S4_160126_028_H01,L4 IT VISp Rspo1
F2S4_160126_029_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_029_D01,L6 IT VISp Col18a1
F2S4_160126_029_E01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_029_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_029_G01,L6 IT VISp Penk Fst
F2S4_160126_030_B01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_030_D01,L6 IT VISp Penk Fst
F2S4_160126_030_E01,L6 IT VISp Penk Col27a1
F2S4_160126_030_F01,L6 IT VISp Col23a1 Adamts2
F2S4_160126_030_G01,L6 IT VISp Penk Col27a1
F2S4_160126_030_H01,L6 IT VISp Penk Col27a1
F2S4_160126_031_A01,L6 IT VISp Penk Col27a1
F2S4_160126_031_D01,L6 IT VISp Col23a1 Adamts2
